CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,P21,PP04D_COD,P47T,REGION,AGLOMERADO,TRIMESTRE,ANO4
Varón,66.0,Casado,No paga ni le descuentan,Primaria Completa,Desocupado,0.0,102.0,0.0,     ,50.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,57.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Otros,102.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,28.0,Viudo,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,0.0,102.0,160.0,55314,460.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,5.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,102.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,2.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,102.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,37.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,100.0,300.0,80313,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,36.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,1.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,68.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,793.3333333333334,0.0,     ,630.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,60.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,793.3333333333334,900.0,40312,900.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,35.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,793.3333333333334,450.0,41312,850.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,60.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,350.0,200.0,80113,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,56.0,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,350.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,32.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,350.0,500.0,30314,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,29.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,350.0,600.0,47313,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,35.0,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,350.0,800.0,34323,800.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,4.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,350.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,45.0,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,826.0,1200.0,34202,1200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,41.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,826.0,900.0,20313,900.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,21.0,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,0.0,826.0,2030.0,30314,2030.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,17.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,826.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,7.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,826.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,24.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,100.0,150.0,82323,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,31.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,100.0,250.0,56314,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,5.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Menor de 6 años,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,37.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,120.0,600.0,80323,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,33.0,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Ama de casa,120.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,13.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,120.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,7.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,120.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,9.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,120.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,45.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,500.0,500.0,34323,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,63.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Desocupado,0.0,186.8,0.0,     ,590.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,35.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,186.8,150.0,10319,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,12.0,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,Estudiante,186.8,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,1.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,186.8,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,29.0,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,0.0,186.8,162.0,42313,194.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,62.0,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,333.3333333333333,1000.0,10313,1000.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,58.0,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,333.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,15.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,333.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,72.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,370.0,0.0,     ,370.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,49.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,225.0,450.0,10313,450.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,55.0,Casado,No paga ni le descuentan,Primaria Completa,Desocupado,0.0,225.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,27.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,225.0,450.0,40314,450.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,18.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,225.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,32.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,100.0,400.0,34323,400.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,31.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,Ama de casa,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,7.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,4.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,34.0,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,45.0,180.0,53113,180.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,15.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,45.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,12.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,45.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,7.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,45.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,83.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,137.33333333333334,0.0,     ,60.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,85.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,137.33333333333334,0.0,     ,102.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,81.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,137.33333333333334,0.0,     ,250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,37.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,131.42857142857142,0.0,05002,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,44.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,131.42857142857142,650.0,72323,650.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,17.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,131.42857142857142,270.0,33114,270.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,15.0,Soltero,Obra social (incluye PAMI),Primaria Completa,Desocupado,0.0,131.42857142857142,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,0.0,131.42857142857142,0.0,33314,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,9.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,131.42857142857142,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,6.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,131.42857142857142,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,29.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,206.66666666666666,250.0,34323,450.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,25.0,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,206.66666666666666,170.0,80313,170.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,4.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,206.66666666666666,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,33.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,33.333333333333336,300.0,72113,300.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,33.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,13.0,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,Estudiante,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,12.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,9.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,8.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,5.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Menor de 6 años,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,2.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,33.333333333333336,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,50.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,17.5,70.0,11111,70.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,47.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Ama de casa,17.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,20.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,17.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,17.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,17.5,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,35.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,155.0,20.0,58113,20.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,36.0,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,155.0,600.0,56314,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,12.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,155.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,11.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,155.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,27.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,1250.0,1250.0,81332,1250.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,58.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,318.0,1150.0,30313,1150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,36.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,318.0,440.0,41312,440.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,28.0,Soltero,Obra social y mutual/prepaga/servicio de emergencia,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,318.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,28.0,Soltero,Obra social y mutual/prepaga/servicio de emergencia,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,318.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,10.0,Soltero,Obra social y mutual/prepaga/servicio de emergencia,Sin instrucción,Inactivo,Estudiante,318.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,56.0,Unido,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,500.0,500.0,55314,500.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,26.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,40.0,200.0,58113,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,22.0,Unido,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,40.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,5.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Menor de 6 años,40.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,3.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,40.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,1.0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,Menor de 6 años,40.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,43.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,56.25,150.0,34323,450.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,40.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,56.25,0.0,80113,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,17.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,56.25,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,14.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,Estudiante,56.25,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,12.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,56.25,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,8.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,56.25,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,6.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,56.25,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,6.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,56.25,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,73.0,Viudo,Obra social y mutual/prepaga/servicio de emergencia,Primaria Completa,Inactivo,Jubilado/pensionado,550.0,0.0,     ,550.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,51.0,Unido,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,333.3333333333333,1000.0,36323,1000.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,53.0,Unido,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,333.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,17.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,333.3333333333333,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,84.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,346.6666666666667,0.0,     ,240.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,75.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,346.6666666666667,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,25.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,346.6666666666667,800.0,20203,800.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,54.0,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Desocupado,0.0,700.0,0.0,     ,700.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,69.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,100.0,0.0,     ,200.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,62.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Ama de casa,100.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,71.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,300.0,0.0,     ,600.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,77.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,300.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Varón,33.0,Unido,No paga ni le descuentan,Sin instrucción,Desocupado,0.0,60.0,0.0,     ,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,31.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,60.0,150.0,46313,150.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
Mujer,13.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,60.0,0.0,     ,0.0,Gran Buenos Aires,Partidos del GBA,1er. Trimestre,2004
